,action,appPackage,category,postedTimeOfDay,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,postedDayOfWeek,priority,subject
156,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-5.577495,0.23546097,0.23455599,0.9057195,-0.06180484,0.10990718,0.27505964,6.1492186,0.97767985,unknown
157,FALSE,com.google.android.gm,unknown,afternoon,FALSE,10.719285,-0.19567537,0.7372993,0.7030259,0.6207662,-0.33487725,0.5224558,2.1970017,-0.040183738,Unknown
158,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.628353,0.28681064,0.9959989,0.7004006,0.7045772,0.82422733,0.16157825,3.6533535,-0.2924075,unknown
159,FALSE,com.google.android.gm,unknown,afternoon,FALSE,9.650211,-0.33228528,1.2467107,0.37174147,0.27734467,0.79699594,0.2426292,4.291394,0.7618353,unknown
160,FALSE,com.google.android.gm,email,afternoon,FALSE,-2.8322852,-0.17887376,1.5875394,-0.003975146,0.2869189,1.3025652,0.8907797,3.6667595,0.975199,unknown
161,FALSE,com.google.android.gm,email,afternoon,FALSE,1.0569971,0.02239265,1.0129731,0.99400884,0.701994,-0.29850388,0.38290918,1.9159923,0.206453,Unknown
162,TRUE,com.google.android.gm,email,afternoon,FALSE,10.381968,-0.38240704,0.32352126,0.55709624,0.30313256,0.5171566,0.3746461,1.0955766,0.2939509,unknown
163,FALSE,com.google.android.gm,email,morn,FALSE,3.3065512,0.3067611,0.622036,0.78653,0.20453997,-0.008849531,0.18415701,2.6964808,-0.00921236,Unknown
164,FALSE,com.google.android.gm,unknown,afternoon,FALSE,4.0811853,0.23208094,1.5191925,1.2170976,0.13001226,-0.117855564,0.824659,1.7494036,0.5050904,Unknown
165,FALSE,com.google.android.gm,email,afternoon,FALSE,-4.1963663,0.11747201,1.7554889,1.1110446,-0.17245273,0.92528176,0.8281004,3.6994383,0.5403978,unknown
166,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.6870754,0.05696316,0.8328644,0.6061534,0.20465367,0.5260183,0.3308614,3.651851,-0.32720542,unknown
167,FALSE,com.google.android.gm,email,afternoon,FALSE,1.4035062,-0.03815217,1.0905118,1.3084869,0.31723797,0.5013975,-0.29411146,7.2926426,0.085794486,Unknown
168,TRUE,com.google.android.gm,unknown,afternoon,FALSE,1.22959,0.30093864,0.24878423,0.24601072,0.37465107,0.44786173,0.4316496,5.0441236,0.04301698,Unknown
169,FALSE,com.google.android.gm,email,morn,FALSE,-2.7941566,0.89726466,1.3973558,0.67679065,0.7980027,0.99752074,0.47930545,5.6300097,0.030414902,Unknown
170,TRUE,com.google.android.gm,email,afternoon,FALSE,31.210249,0.5331416,-1.0172834,-0.601879,-0.714807,0.38507748,-0.7510714,1.0526243,0.22197905,Unknown
171,FALSE,com.google.android.gm,unknown,afternoon,FALSE,3.5248685,-0.029827379,0.36484033,0.3060919,0.10955163,-0.21304895,0.38612902,4.188123,-0.003429174,Unknown
172,TRUE,com.google.android.gm,email,afternoon,FALSE,0.395504,-0.070820615,0.7903366,0.5839289,0.3360898,0.5333881,0.04057112,3.618036,-0.1188417,/Business & Industrial/Business Services
173,TRUE,com.google.android.gm,email,evening,FALSE,9.792431,0.092766955,0.23032962,0.6391879,0.47155455,0.23440929,0.2696744,3.7499132,0.039032593,Unknown
174,TRUE,com.google.android.gm,email,morn,FALSE,-0.35618648,-0.3905094,0.48162663,0.19484678,0.043207638,0.52910537,0.40820605,5.595199,0.1795299,Unknown
175,TRUE,com.google.android.gm,email,afternoon,FALSE,34.114094,0.09058249,-1.0353576,-0.9538217,-0.12282943,0.40185207,-0.7440982,0.47371548,0.052222136,Unknown
176,FALSE,com.google.android.gm,email,afternoon,FALSE,-6.7183285,0.49481887,0.87479395,-0.15252846,0.33092004,0.4300568,-0.516583,5.872845,-0.19706139,Unknown
177,TRUE,com.google.android.gm,email,afternoon,FALSE,22.350058,0.76806843,0.6551151,0.49785078,-0.19133778,-0.62251276,0.8987428,0.3661975,0.48034602,Unknown
178,FALSE,com.google.android.gm,email,afternoon,FALSE,10.436364,0.13886105,-0.26929492,0.38236105,0.22783288,-0.119368926,0.35970664,3.7578843,-0.21554202,Unknown
179,FALSE,com.google.android.gm,email,morn,FALSE,5.224113,0.041575607,1.1328065,1.110093,0.09729438,0.9366815,-0.2108497,0.936113,0.010266415,Unknown
180,FALSE,com.google.android.gm,email,afternoon,FALSE,12.237209,0.13093491,0.065305546,0.8882017,0.4372525,0.7657163,-0.352675,3.4559278,-0.11702862,Unknown
181,FALSE,com.google.android.gm,unknown,afternoon,FALSE,0.47539818,0.8924284,1.4167205,0.8740846,-0.003520651,0.4297549,0.591562,2.9068887,0.34951723,Unknown
182,FALSE,com.google.android.gm,email,afternoon,FALSE,-0.13392098,-0.383066,0.842887,0.26451394,-0.20661747,1.175346,0.21076056,3.5991523,0.360213,unknown
183,FALSE,com.google.android.gm,unknown,afternoon,FALSE,3.7185326,-0.1383441,2.2107694,0.72350144,-0.21008447,0.26882616,0.64373946,4.2999334,0.16887623,Unknown
184,FALSE,com.google.android.gm,unknown,morn,FALSE,4.5863585,0.19646813,0.6264225,0.34745458,0.4802867,0.3697856,-0.04352445,3.7154276,-0.053807847,Unknown
185,FALSE,com.google.android.gm,email,afternoon,FALSE,-2.5431056,-0.070614085,0.78616893,0.7386121,0.14480458,0.72084075,0.47412193,2.3853774,0.20415998,unknown
186,TRUE,com.google.android.gm,unknown,afternoon,FALSE,25.389696,0.30237868,0.061554935,-0.4745993,-0.40995124,0.25709763,-0.96311396,2.5958886,0.5149972,Unknown
187,FALSE,com.google.android.gm,unknown,afternoon,FALSE,2.908929,-0.15247758,1.5641961,0.5041275,-0.23884267,0.55378747,0.8677021,3.404346,0.36387125,Unknown
188,FALSE,com.google.android.gm,email,afternoon,FALSE,-7.5935435,-0.340868,0.28199458,0.20023334,0.0765189,-1.1055417,0.4045028,5.4158683,-0.36590844,Unknown
189,FALSE,com.android.vending,unknown,afternoon,FALSE,-8.172985,-0.042884875,-0.16122933,-0.77620333,-0.35437724,-0.40599167,-0.61942035,5.1266026,-0.12844184,Unknown
190,FALSE,com.google.android.gm,email,afternoon,FALSE,11.320425,-0.67952275,0.59278136,0.38028574,0.114308074,0.4395668,0.92132926,3.9943285,-0.88244706,Unknown
191,FALSE,com.google.android.gm,email,afternoon,FALSE,2.7824488,-0.12332748,1.5417001,1.1957523,0.23273686,0.8180721,0.20032507,3.4430985,-0.4917227,Unknown
192,FALSE,com.google.android.gm,email,afternoon,FALSE,9.136486,0.2956988,0.92487645,1.0631968,0.1761003,0.6548347,0.39915258,3.4671571,-0.4256417,Unknown
193,FALSE,com.google.android.gm,unknown,afternoon,FALSE,5.5934024,0.10220273,0.32295954,0.21826243,0.22328591,0.35201776,0.07364928,2.6700437,0.040262066,Unknown
194,FALSE,com.google.android.gm,unknown,afternoon,FALSE,12.504654,0.48564744,1.4406166,1.2690845,-0.14973572,-0.31650954,0.93321747,0.14584167,0.5000965,Unknown
195,FALSE,com.google.android.gm,email,morn,FALSE,-7.3896413,-0.6239627,-0.034104668,-0.24418029,0.817441,0.22017163,0.3849423,5.0792003,0.63082206,Unknown
196,FALSE,com.google.android.gm,email,afternoon,FALSE,-2.6457248,0.08471682,0.25206017,0.2259273,0.107566334,0.32223934,0.21778816,4.2098637,0.3785855,unknown
197,FALSE,com.google.android.gm,email,afternoon,FALSE,9.512751,0.09849833,-0.17729692,0.4878695,0.087049186,0.16947404,-0.22140744,4.447235,0.48579687,unknown
198,FALSE,com.android.providers.downloads,unknown,afternoon,FALSE,34.61386,-0.20431782,0.043923613,0.22473478,-0.22034426,-0.6144728,0.3180882,-0.96419406,-0.5460074,/Business & Industrial
199,TRUE,com.google.android.gm,email,afternoon,FALSE,11.959495,-0.86431885,0.8407424,0.46737468,0.24461456,0.8522711,0.9068447,2.6354854,-0.71861285,unknown
200,TRUE,com.google.android.gm,email,afternoon,FALSE,11.102953,0.61218053,0.24957064,0.38811857,-0.3054321,0.5437326,-0.4696182,2.5188854,0.027388914,Unknown
201,TRUE,com.google.android.gm,email,afternoon,FALSE,5.7825437,-0.06605166,0.26390505,0.33001843,0.1985668,0.06721543,-0.43727952,4.890641,0.24239263,unknown
202,FALSE,com.google.android.gm,unknown,afternoon,FALSE,13.331273,-0.2244881,0.85988873,0.52682316,-0.061347336,0.11638826,0.44922993,1.1692679,0.39411995,unknown
203,FALSE,com.google.android.gm,email,afternoon,FALSE,-4.893246,-0.3059756,0.6248919,0.1628226,0.04369171,0.31445003,-0.29171246,5.7966514,0.22387218,unknown
204,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-1.5063181,0.49796394,1.9676913,0.35515127,-0.058246218,0.4966737,0.46388063,4.991541,1.0578523,unknown
205,FALSE,com.google.android.gm,email,afternoon,FALSE,29.533995,0.5414634,-0.6312567,-0.7425045,0.10077794,0.16529876,-1.278028,3.019804,-0.41500637,Unknown
206,TRUE,com.google.android.gm,email,afternoon,FALSE,-1.4281768,-0.27792326,1.2380506,0.5312756,-0.2226399,0.48203963,0.49583253,4.8090515,-0.32864723,unknown
207,FALSE,com.google.android.gm,email,afternoon,FALSE,-5.7982025,0.20487066,0.71110004,0.20198435,0.48322415,0.004870698,-0.034749337,2.967658,0.5777998,unknown
208,FALSE,com.google.android.gm,email,afternoon,FALSE,10.903204,0.19138707,0.055407546,0.24223834,0.015189398,0.17848238,0.13154665,1.398575,-0.44825876,Unknown
209,FALSE,com.google.android.gm,email,afternoon,FALSE,0.91561717,-0.24749283,0.78535974,0.29915184,0.12521732,0.89073145,0.27788964,2.782733,0.21674228,unknown
210,FALSE,com.google.android.gm,email,afternoon,FALSE,21.869627,0.12631415,0.46794158,-0.24931043,-0.116015814,-0.22298251,0.053570677,0.6199089,-0.5550561,Unknown
211,FALSE,com.google.android.gm,email,afternoon,FALSE,-3.323216,-0.19678785,0.43461424,0.49702755,0.41466773,-0.5598399,-0.04627326,3.9906008,0.042213514,Unknown
212,FALSE,com.google.android.gm,email,afternoon,FALSE,16.332125,0.52002156,0.94260293,0.80112153,0.3302719,-0.20314221,0.42044556,3.2595618,-0.44172588,Unknown
213,FALSE,com.google.android.gm,email,morn,FALSE,17.896996,0.49366382,0.6114516,0.39891893,0.45370758,-0.012522638,0.30275908,1.1841122,0.43834838,Unknown
214,FALSE,com.google.android.gm,unknown,afternoon,FALSE,13.420854,-0.3420764,0.4088413,0.12149362,-0.05549156,-0.015178606,0.7368079,2.19841,-0.7429832,Unknown
215,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-9.241208,0.071871996,-0.02003736,-0.33145526,0.11605776,-1.4626969,0.34337485,4.962469,0.07566598,Unknown
216,FALSE,com.google.android.gm,email,afternoon,FALSE,6.2330656,0.27523866,0.82515883,0.16757983,0.10018536,0.234744,-0.008123614,2.028069,0.43389848,Unknown
217,FALSE,com.google.android.gm,unknown,morn,FALSE,2.3910825,0.09439294,1.0381935,0.26476488,0.28151,0.07937086,0.9921286,4.2972217,0.86669743,Unknown
218,TRUE,com.google.android.gm,email,afternoon,FALSE,-2.8384585,0.07216596,0.73021203,0.6564715,-0.5066846,1.3804965,0.8418777,4.5504107,0.5191585,unknown
219,FALSE,com.android.vending,unknown,afternoon,FALSE,-4.856995,0.26437867,0.7657361,0.26747698,0.015398523,0.6996934,0.2309683,4.703216,0.47869885,Unknown
220,FALSE,com.google.android.gm,email,afternoon,FALSE,2.344114,-0.09048006,1.6425527,0.33243895,-0.007746717,-0.030006722,0.37276167,3.54487,-0.003497019,Unknown
221,FALSE,com.google.android.gm,email,afternoon,FALSE,4.116885,0.031915143,0.6130293,0.48099145,0.11083189,0.7771442,-0.024806976,0.87278813,-0.10374262,Unknown
222,TRUE,com.google.android.gm,email,afternoon,FALSE,-1.1603235,0.056504916,1.0531392,0.6012504,-0.29828206,0.9374844,0.9574791,3.5544019,0.4402073,unknown
223,FALSE,com.google.android.gm,email,morn,FALSE,2.9689279,0.8478723,0.9242722,0.13497154,0.10247576,0.04768575,0.53081524,6.003004,0.1383056,Unknown
224,FALSE,com.google.android.gm,email,afternoon,FALSE,-4.325653,-0.14956208,0.89317554,0.5284695,0.2985579,0.4455452,0.5608846,3.7681873,-0.2415331,Unknown
225,FALSE,com.tinder,unknown,morn,FALSE,-4.095085,0.19575945,0.43850577,0.28058487,0.06374421,-0.021190904,-0.4434499,6.429328,0.08816698,Unknown
226,FALSE,com.google.android.gm,email,afternoon,FALSE,15.440624,-0.21133429,0.39646024,0.3994765,0.095457844,-0.30736613,0.102710605,3.390979,-0.7038534,Unknown
227,FALSE,com.google.android.gm,email,afternoon,FALSE,17.608849,0.68689466,0.039883047,0.067617774,0.11849459,0.8605102,-0.4260064,2.3972528,0.2856111,Unknown
228,FALSE,com.google.android.gm,email,afternoon,FALSE,-4.458632,-0.6419565,1.2220843,0.1859639,-0.1002715,-0.06406389,0.0108844,5.7066298,0.15494901,unknown
229,FALSE,com.google.android.gm,email,afternoon,FALSE,21.782545,0.40184146,-0.042776644,0.0476408,-0.09494846,0.88476855,-0.274292,2.0973709,0.25459325,Unknown
230,TRUE,com.google.android.gm,email,afternoon,TRUE,1.7619219,0.49442303,1.2771298,0.91961265,0.42092282,0.6474188,0.7540892,2.183147,0.32698002,unknown
231,FALSE,com.google.android.gm,unknown,morn,FALSE,-7.03642,0.6004367,0.933697,-0.12901402,0.6817925,-0.2415119,0.052136242,5.459683,0.15631953,Unknown
232,FALSE,com.google.android.gm,email,afternoon,FALSE,-0.24398251,0.40451905,0.63041186,0.57183474,0.22754318,-0.20591201,-0.021767132,4.1393414,0.41438836,Unknown
233,FALSE,com.google.android.gm,email,afternoon,FALSE,36.710617,0.37394074,-0.19732569,-0.05874137,-0.42528635,0.07456574,-0.7629793,-0.24638617,0.514439,Unknown
234,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-7.812417,-0.6038863,1.1023889,-0.73689026,-0.12731998,0.13007477,0.038305566,6.0859284,-0.27533266,Unknown
235,TRUE,com.google.android.gm,email,afternoon,FALSE,10.446081,-0.004952341,1.3877276,0.46803945,0.051781446,-0.09325208,-0.058299735,2.1999068,0.36306727,unknown
236,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-4.510904,0.12515233,0.63231266,0.17029925,0.2915827,0.3273248,0.3353475,3.2773511,0.24510339,Unknown
237,FALSE,com.android.vending,unknown,afternoon,FALSE,-9.8283,0.20244218,0.3313039,-0.6381197,-0.08624909,0.029554576,0.029852055,5.747101,0.26514634,Unknown
238,TRUE,com.google.android.gm,email,afternoon,FALSE,3.0687232,-0.23505439,2.1343381,0.50299436,0.12048283,0.4195112,0.6587903,5.089219,-0.023035385,unknown
239,FALSE,com.google.android.gm,email,afternoon,FALSE,-3.1107538,-0.24157827,0.57792634,0.85176915,0.5254052,0.49614155,1.1284544,4.3489366,-0.08774152,Unknown
240,FALSE,com.spotify.music,unknown,afternoon,FALSE,14.762073,0.749391,-0.5396021,-0.08752973,0.5038479,-0.094268516,0.18424463,4.486883,0.020116532,Unknown
241,TRUE,com.google.android.gm,email,afternoon,FALSE,0.14231093,-0.04195026,0.9697247,0.9273499,0.22213227,0.2713914,0.3149792,4.082525,-0.16039336,Unknown
242,FALSE,com.google.android.gm,unknown,afternoon,FALSE,3.0003748,-0.0528663,1.0205078,0.8138518,0.4789845,0.7322793,-0.22166088,2.2652166,-0.04900942,Unknown
243,FALSE,com.google.android.gm,unknown,morn,FALSE,-1.4941746,0.48267663,1.0990652,0.5572781,0.66429436,0.7869361,0.4564726,4.546224,0.018150993,Unknown
244,TRUE,com.google.android.gm,email,afternoon,FALSE,19.607122,-0.49982595,0.64780575,-0.5419765,-0.037592568,-0.21615647,0.49812958,1.2843611,-0.5288768,unknown
245,FALSE,com.google.android.gm,unknown,afternoon,FALSE,6.509406,0.10410705,0.97085387,0.54328316,0.38745853,0.49091792,0.4926477,2.0625443,-0.2218315,Unknown
246,FALSE,com.android.providers.downloads,email,afternoon,FALSE,26.39202,0.30729446,-0.5072596,-0.5088526,-0.17032613,0.091206916,-0.70011127,0.38668814,-0.36756042,Unknown
247,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-7.657993,0.13752028,1.3666744,0.03583707,0.22943711,1.0076588,0.14594203,4.6057043,0.4511174,unknown
248,FALSE,com.google.android.gm,email,afternoon,FALSE,16.844154,-0.16422403,0.52817076,0.50772244,0.1795773,0.015311219,0.12111302,0.23199564,0.009611595,/Online Communities/Social Networks
249,TRUE,com.google.android.gm,email,afternoon,FALSE,16.591166,0.50054485,0.14690219,-0.27673757,0.48236632,0.23494731,0.38934582,2.2224066,0.11255287,/Jobs & Education/Education
250,FALSE,com.google.android.gm,email,afternoon,FALSE,18.726776,-0.32412583,0.17372964,0.48586094,0.49113294,0.64367324,-0.5062378,2.4411678,0.654694,unknown
251,FALSE,com.google.android.gm,email,afternoon,FALSE,-0.33913392,0.20704511,1.1228073,0.4765259,0.027878053,0.5472252,0.23049569,3.9026878,0.504336,unknown
252,FALSE,com.google.android.gm,unknown,afternoon,FALSE,16.598793,0.039614696,0.67139244,0.66338634,0.12037608,-0.027913794,0.4458441,0.50909567,-0.5582084,Unknown
253,FALSE,com.google.android.gm,email,afternoon,FALSE,24.470657,0.84629506,-0.619298,-0.69333804,-0.09004505,0.27760416,-0.66498584,1.2995036,0.3577761,Unknown
254,FALSE,com.google.android.gm,email,afternoon,FALSE,0.23493113,0.36006007,1.3270006,0.1831438,0.36312225,0.19664451,0.341508,4.2467346,0.0533332,unknown
255,TRUE,com.google.android.gm,unknown,afternoon,FALSE,25.91492,0.095164195,0.13967869,-0.28071564,-0.22503205,-0.364308,-0.16066197,0.5316769,-0.5062758,Unknown
256,TRUE,com.google.android.gm,email,morn,FALSE,12.266504,0.137506,-0.041904196,0.28610945,0.3552518,0.5099516,0.60258204,3.3284104,-0.16749209,Unknown
257,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-5.948241,0.07515421,0.21553792,-0.33527035,-0.40200806,0.61729825,0.081499346,3.5705206,0.50283664,Unknown
258,FALSE,com.google.android.gm,email,afternoon,FALSE,4.836346,-0.19636603,1.7817696,0.86483145,-0.52155995,0.3342538,0.7167667,4.387445,-0.06481103,Unknown
259,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.5500646,0.10323933,0.28794152,0.284742,0.32733077,0.9615514,-0.30440825,4.089408,0.3407783,unknown
260,FALSE,com.google.android.gm,email,afternoon,FALSE,14.04846,0.083157346,0.6143873,0.33616745,0.2252675,0.72932297,0.027449489,2.3454337,-0.004535213,unknown
261,FALSE,com.google.android.gm,email,afternoon,FALSE,6.358782,0.15195115,1.4233376,0.79352725,0.24627434,0.41040736,0.74792767,1.3668208,0.23580015,unknown
262,FALSE,com.google.android.gm,email,afternoon,FALSE,6.006712,-0.8324067,0.6752033,0.77627283,0.44546252,0.11864163,0.52637255,2.4686697,-0.5110732,Unknown
263,FALSE,com.google.android.gm,email,afternoon,FALSE,0.78245723,-0.34124452,0.92103064,0.38349906,0.16568856,1.2342083,0.25771904,3.4751806,0.8293388,unknown
264,FALSE,com.google.android.gm,email,afternoon,FALSE,20.014273,0.12870781,1.0373878,-0.45190686,0.3172183,0.12709117,0.46734738,1.4853549,0.46227893,unknown
265,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.3297052,0.09700234,1.1296039,1.195091,0.5551736,-0.41496938,0.7693879,4.699965,0.7989396,Unknown
266,TRUE,com.google.android.gm,email,afternoon,FALSE,8.184644,0.47174132,1.5356641,1.0952238,0.72413015,0.8070309,1.0744498,3.6601875,-0.39730114,unknown
267,FALSE,com.google.android.gm,email,afternoon,FALSE,-2.1520593,0.19279088,-0.0484844,0.39329672,0.21311942,0.19007061,0.36576998,4.477449,-0.003245108,Unknown
268,TRUE,com.google.android.gm,email,afternoon,FALSE,22.729815,0.2881963,0.22972696,-0.18329903,-0.13264401,0.04563128,-0.28001237,1.1057864,-0.15926978,Unknown
269,TRUE,com.google.android.gm,email,afternoon,FALSE,24.43182,0.4680373,-0.16861205,-0.146377,0.20837961,-0.06412922,0.42194787,1.9873462,0.4448747,Unknown
270,FALSE,com.google.android.gm,email,afternoon,FALSE,25.085846,-0.13644353,1.3543077,0.92089784,-0.23561946,-0.84894055,0.40550002,0.044298217,-0.017303802,/Internet & Telecom/Web Services
271,FALSE,com.google.android.gm,email,afternoon,FALSE,4.6778564,0.18241706,1.5755285,0.7243559,-0.19111814,-0.054318167,0.911341,3.3357272,0.067829624,Unknown
272,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-5.539004,0.6634438,0.67205286,0.46670398,-0.21328336,-0.6042292,0.47278762,4.7171826,0.36617583,Unknown
273,FALSE,com.google.android.gm,email,afternoon,FALSE,4.5820518,0.43464795,0.27575946,0.7849034,-0.05029247,-0.33886373,0.41661352,4.4433,-0.70412064,Unknown
274,FALSE,com.google.android.gm,email,afternoon,FALSE,20.387978,0.7639234,0.8058306,0.6184752,0.027961059,-0.24086209,0.6813796,2.6044896,0.577307,Unknown
275,FALSE,com.google.android.gm,email,morn,FALSE,2.8283143,0.111710966,1.1092101,1.5671039,-0.020188859,1.0237216,0.6921645,3.6144814,0.21738377,Unknown
276,TRUE,com.android.systemui,email,afternoon,FALSE,34.797657,0.12647118,-0.37291044,-0.9750635,-0.51327103,-0.33558875,-0.970458,-1.7334615,-0.46886575,/Jobs & Education/Education
277,FALSE,com.google.android.gm,email,afternoon,FALSE,-0.65612763,-0.10557875,0.93155974,0.45434144,0.40980387,-0.36057997,0.23696792,3.59313,0.16724068,Unknown
278,FALSE,com.google.android.gm,email,afternoon,FALSE,29.430408,-0.09455258,0.9205746,0.5262598,0.06271065,0.14783224,-0.2097024,1.6303083,1.2417315,Unknown
279,FALSE,com.google.android.gm,unknown,afternoon,FALSE,13.946922,0.098433614,1.0641279,0.009270512,-0.018301954,0.02727089,0.54317725,3.0326533,0.31033534,Unknown
280,FALSE,com.google.android.gm,email,afternoon,FALSE,-0.709147,0.058380313,0.016209938,1.079657,-0.056813084,0.56743395,0.9419853,4.691876,-0.11829256,Unknown
281,FALSE,com.google.android.gm,email,afternoon,FALSE,-2.8909914,-0.0718278,1.2174335,0.860533,0.72107685,-0.14293061,0.5140146,3.1112232,0.84449244,unknown
282,FALSE,com.google.android.gm,email,afternoon,FALSE,3.227702,-0.04530425,0.93852556,0.48257107,0.5085958,-0.13850887,0.6610518,2.6556213,-0.07290562,Unknown
283,TRUE,com.google.android.gm,unknown,afternoon,FALSE,2.308077,0.17200927,1.7904149,0.54542375,-0.086251006,0.3418309,0.3508267,5.478997,-0.48384458,Unknown
284,TRUE,com.google.android.gm,email,morn,FALSE,3.0789037,0.22703804,0.6845383,1.0674523,0.112676576,-0.025572278,0.50484824,2.863812,-0.17259485,Unknown
285,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.4937832,0.9783352,1.2757863,0.7094251,0.5098821,0.62464833,0.08184515,5.549075,-0.57645524,Unknown
286,FALSE,com.google.android.gm,unknown,afternoon,FALSE,29.547228,0.4215427,-0.5671813,-0.862833,-0.21518464,0.12531868,-0.8295301,2.9949484,-0.512242,Unknown
287,FALSE,com.android.vending,unknown,afternoon,FALSE,-9.763444,0.16162182,-0.77780336,-0.13650319,-0.3498773,-0.45694965,0.44327018,5.0499134,0.30442894,Unknown
288,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-3.6195269,-0.1101708,1.7374703,0.664274,0.2995184,1.1359671,0.8117805,3.040265,0.74952585,unknown
289,FALSE,com.google.android.gm,email,afternoon,FALSE,20.526104,0.37419218,0.9768946,0.030814007,0.4581162,0.005358968,-0.08932859,2.9833064,0.16435465,Unknown
290,FALSE,com.google.android.gm,email,morn,FALSE,-3.0811982,0.23440214,0.4565273,0.7745944,-0.24200809,0.31813323,0.5286262,6.3943205,-0.036431707,Unknown
291,TRUE,com.google.android.gm,email,afternoon,FALSE,1.4614762,-0.18221274,0.9096124,0.566494,-0.4506219,0.6445053,0.47278094,5.267893,0.45911163,unknown
292,FALSE,com.google.android.gm,email,morn,FALSE,2.8374116,-0.11625238,1.1678567,0.3283185,0.438536,0.5836112,0.45401454,4.2696614,0.41516355,unknown
293,FALSE,com.google.android.gm,email,afternoon,FALSE,-6.3758726,-0.037583034,1.0712184,0.514108,-0.078090176,-0.38868862,0.57436466,5.219861,0.33568195,Unknown
294,FALSE,com.google.android.gm,email,morn,FALSE,-2.7815316,0.27747306,0.46811438,0.5179149,0.15499097,-0.05231083,0.53367186,4.644143,0.48434147,Unknown
295,FALSE,com.google.android.gm,email,afternoon,FALSE,21.703194,-0.79561657,-0.18029226,-0.11161312,-0.15874061,1.1305475,-0.21188238,0.51665187,-0.4991709,Unknown
296,FALSE,com.google.android.gm,email,afternoon,FALSE,3.7638936,0.23653734,0.41679037,0.60877824,-0.027258834,0.6196655,0.16614464,2.5865762,0.6871802,Unknown
297,FALSE,com.google.android.gm,unknown,afternoon,FALSE,4.6464643,-0.11911036,1.6680909,1.1446034,0.2797993,0.8197619,0.22164707,3.4880571,0.76647836,unknown
298,FALSE,com.google.android.gm,email,afternoon,FALSE,-1.8154804,-0.019684333,0.6212239,1.7285031,0.16955435,-0.4171654,0.89604896,3.7989626,0.28898162,Unknown
299,FALSE,com.google.android.gm,email,morn,FALSE,-1.6320723,0.024198502,0.72039545,0.24622008,0.66138375,-0.5957311,1.2043445,5.0453095,1.0955751,Unknown
300,TRUE,com.google.android.gm,email,afternoon,FALSE,2.18821,0.16554052,0.83952934,0.46775535,0.60487086,0.38097292,0.9642697,4.482794,-0.050337307,unknown
301,FALSE,com.google.android.gm,unknown,afternoon,FALSE,-0.93137354,0.16055588,0.8689008,0.84183604,-0.11077381,0.219831,0.48412815,2.5536196,-0.5818125,Unknown
302,FALSE,com.google.android.gm,email,afternoon,FALSE,-4.099203,0.11285117,1.572307,0.67127126,0.16457379,0.9217614,0.37954617,5.0198402,0.41032255,unknown
303,FALSE,com.google.android.gm,email,afternoon,FALSE,11.970511,0.3698849,1.0643235,1.2070775,-0.05821746,0.16300152,0.3228878,1.064988,-0.5937364,unknown
304,FALSE,com.google.android.gm,email,afternoon,FALSE,-6.031995,-0.22460453,0.028792799,0.39941642,0.34396973,-0.2880522,0.9476008,3.9980412,0.49700868,Unknown
305,FALSE,com.android.providers.downloads,unknown,morn,FALSE,9.46166,0.4940715,0.98787165,-0.12772909,0.56512964,0.49704772,0.41602767,5.503911,0.46750295,Unknown
306,TRUE,com.google.android.gm,email,afternoon,FALSE,3.051342,-0.07936083,1.3231695,0.61105144,0.17173032,0.0839596,0.38078776,4.8490796,0.59230024,unknown
307,FALSE,com.google.android.gm,email,morn,FALSE,-3.8046346,-0.303935,0.51070225,0.3403592,-0.10391834,-0.12045851,-0.036713503,6.29552,0.504787,unknown
308,FALSE,com.google.android.gm,email,afternoon,FALSE,0.373035,0.019926269,1.1721535,0.5103178,-0.004783131,0.5563321,1.2605233,4.7656455,-0.2655545,Unknown
309,FALSE,com.google.android.gm,email,afternoon,FALSE,4.79971,0.75233245,0.8929559,0.5552995,0.3798638,-0.41604286,0.92965156,3.1418612,0.31548965,Unknown
310,FALSE,com.android.vending,unknown,morn,FALSE,-8.764948,-0.2534834,0.15419643,-0.19874892,0.48255122,-0.49683946,-0.15716812,5.5815578,-0.5240038,Unknown
311,TRUE,com.android.providers.downloads,unknown,afternoon,FALSE,28.372343,0.34223175,-0.750181,-0.9747929,-0.29747906,0.007664986,-0.5625493,-0.25129768,-0.2968664,Unknown
312,FALSE,com.google.android.gm,email,afternoon,FALSE,13.953277,0.49180987,0.22369903,0.46628812,0.35159442,-0.07829662,1.053668,1.9872569,-0.25126937,Unknown
